lead_id,customer_id,created_date,first_touch_channel,last_touch_channel,campaign_id,market,industry,company_size_band,product_interest,engagement_score,lead_status,mql_flag,sql_flag
L002002,CU002002,2024-12-23,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BIR,Birmingham,Retail,250-999,Security Add-on,57.3,MQL,1,0
L002003,CU002003,2024-12-23,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Healthcare,50-249,Remote Access,80.7,MQL,1,0
L002004,CU002004,2024-12-24,Email,Email,CMP_EMA_MAN,Manchester,Healthcare,1000+,Enterprise Connectivity,47.7,MQL,1,0
L002005,CU002005,2024-12-24,Organic Search,Organic Search,CMP_ORG_LON,London,Manufacturing,1-49,Remote Access,56.9,New,0,0
L002006,CU002006,2024-12-25,Paid Social,Paid Social,CMP_PAI_CAR,Cardiff,Professional Services,50-249,Remote Support,51.6,MQL,1,0
L002007,CU002007,2024-12-25,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_CAR,Cardiff,Professional Services,50-249,Remote Access,53.3,SQL,1,1
L002008,CU002008,2024-12-25,YouTube,YouTube,CMP_YOU_GLA,Glasgow,Technology,250-999,Remote Access,93.8,MQL,1,0
L002009,CU002009,2024-12-25,Email,Email,CMP_EMA_LON,London,Technology,250-999,Enterprise Connectivity,64.0,New,0,0
L002010,CU002010,2024-12-26,Paid Social,Paid Social,CMP_PAI_BIR,Birmingham,Professional Services,1000+,Security Add-on,72.1,New,0,0
L002011,CU002011,2024-12-26,Email,Email,CMP_EMA_LIV,Liverpool,Education,250-999,Remote Support,74.7,SQL,1,1
L002012,CU002012,2024-12-26,Events,Events,CMP_EVE_LIV,Liverpool,Healthcare,50-249,Security Add-on,64.7,New,0,0
L002013,CU002013,2024-12-26,Events,Events,CMP_EVE_MAN,Manchester,Technology,1000+,Remote Access,57.3,New,0,0
L002014,CU002014,2024-12-27,Display,Display,CMP_DIS_LON,London,Technology,1-49,Remote Access,70.3,New,0,0
L002015,CU002015,2024-12-27,Paid Social,Paid Social,CMP_PAI_LIV,Liverpool,Education,250-999,Security Add-on,33.7,SQL,1,1
L002016,CU002016,2024-12-27,Partner,Partner,CMP_PAR_EDI,Edinburgh,Technology,250-999,Enterprise Connectivity,58.0,New,0,0
L002017,CU002017,2024-12-27,Email,Email,CMP_EMA_LON,London,Technology,1000+,Remote Support,74.4,SQL,1,1
L002018,CU002018,2024-12-27,Events,Events,CMP_EVE_LON,London,Manufacturing,1-49,Remote Support,56.8,New,0,0
L002019,CU002019,2024-12-27,Organic Search,Organic Search,CMP_ORG_EDI,Edinburgh,Professional Services,1000+,Enterprise Connectivity,81.1,New,0,0
L002020,CU002020,2024-12-27,Direct,Direct,CMP_DIR_LIV,Liverpool,Professional Services,250-999,Enterprise Connectivity,64.8,MQL,1,0
L002021,CU002021,2024-12-28,Direct,Direct,CMP_DIR_CAR,Cardiff,Technology,50-249,Enterprise Connectivity,70.5,MQL,1,0
L002022,CU002022,2024-12-28,Events,Events,CMP_EVE_LON,London,Professional Services,1-49,Remote Access,73.4,New,0,0
L002023,CU002023,2024-12-28,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_GLA,Glasgow,Retail,250-999,Security Add-on,51.8,New,0,0
L002024,CU002024,2024-12-28,Direct,Direct,CMP_DIR_BIR,Birmingham,Healthcare,50-249,Security Add-on,97.2,New,0,0
L002025,CU002025,2024-12-28,Direct,Direct,CMP_DIR_LIV,Liverpool,Manufacturing,50-249,Enterprise Connectivity,80.8,New,0,0
L002026,CU002026,2024-12-29,YouTube,YouTube,CMP_YOU_LON,London,Retail,1-49,Remote Support,56.0,SQL,1,1
L002027,CU002027,2024-12-29,Display,Display,CMP_DIS_LON,London,Professional Services,50-249,Enterprise Connectivity,68.5,New,0,0
L002028,CU002028,2024-12-29,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Healthcare,1-49,Security Add-on,61.0,SQL,1,1
L002029,CU002029,2024-12-29,Organic Search,Organic Search,CMP_ORG_LON,London,Education,1000+,Enterprise Connectivity,74.9,MQL,1,0
L002030,CU002030,2024-12-30,Organic Search,Organic Search,CMP_ORG_LIV,Liverpool,Professional Services,1000+,Remote Support,46.4,New,0,0
L002031,CU002031,2024-12-30,Direct,Direct,CMP_DIR_BRI,Bristol,Technology,250-999,Remote Access,60.6,SQL,1,1
L002032,CU002032,2024-12-30,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Technology,1-49,Remote Access,81.6,New,0,0
L002033,CU002033,2024-12-30,LinkedIn,LinkedIn,CMP_LIN_LEE,Leeds,Education,1000+,Remote Access,100.0,MQL,1,0
L002034,CU002034,2024-12-30,Email,Email,CMP_EMA_LON,London,Manufacturing,1000+,Remote Access,67.3,MQL,1,0
L002035,CU002035,2024-12-30,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BIR,Birmingham,Manufacturing,1000+,Remote Support,60.3,New,0,0
L002036,CU002036,2024-12-31,LinkedIn,LinkedIn,CMP_LIN_BIR,Birmingham,Manufacturing,250-999,Enterprise Connectivity,77.6,SQL,1,1
L002037,CU002037,2024-12-31,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Technology,250-999,Remote Support,81.4,SQL,1,1
L002038,CU002038,2024-12-31,YouTube,YouTube,CMP_YOU_GLA,Glasgow,Professional Services,50-249,Remote Support,73.9,New,0,0
L002039,CU002039,2024-12-31,Events,Events,CMP_EVE_BRI,Bristol,Retail,50-249,Remote Access,70.7,MQL,1,0
L002040,CU002040,2024-12-31,Organic Search,Organic Search,CMP_ORG_LEE,Leeds,Technology,1-49,Remote Access,81.7,MQL,1,0
L002041,CU002041,2024-12-31,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_GLA,Glasgow,Healthcare,250-999,Enterprise Connectivity,59.4,New,0,0
L002042,CU002042,2025-01-01,Organic Search,Organic Search,CMP_ORG_BRI,Bristol,Manufacturing,50-249,Remote Access,79.8,MQL,1,0
L002043,CU002043,2025-01-01,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_CAR,Cardiff,Manufacturing,250-999,Security Add-on,61.4,New,0,0
L002044,CU002044,2025-01-01,Email,Email,CMP_EMA_LIV,Liverpool,Retail,1-49,Security Add-on,56.8,New,0,0
L002045,CU002045,2025-01-02,Partner,Partner,CMP_PAR_LEE,Leeds,Technology,1-49,Enterprise Connectivity,70.2,SQL,1,1
L002046,CU002046,2025-01-02,Paid Social,Paid Social,CMP_PAI_BRI,Bristol,Technology,50-249,Remote Access,71.0,New,0,0
L002047,CU002047,2025-01-02,Paid Social,Paid Social,CMP_PAI_EDI,Edinburgh,Education,50-249,Remote Support,52.5,New,0,0
L002048,CU002048,2025-01-02,YouTube,YouTube,CMP_YOU_GLA,Glasgow,Technology,1000+,Remote Access,46.5,New,0,0
L002049,CU002049,2025-01-02,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_GLA,Glasgow,Technology,1-49,Remote Access,63.6,New,0,0
L002050,CU002050,2025-01-02,Email,Email,CMP_EMA_GLA,Glasgow,Retail,250-999,Remote Support,92.9,New,0,0
L002051,CU002051,2025-01-02,Paid Search - Brand,Paid Search - Brand,CMP_PAI_GLA,Glasgow,Manufacturing,1-49,Remote Access,69.6,New,0,0
L002052,CU002052,2025-01-03,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LIV,Liverpool,Manufacturing,50-249,Enterprise Connectivity,59.6,SQL,1,1
L002053,CU002053,2025-01-03,Organic Search,Organic Search,CMP_ORG_LON,London,Technology,1-49,Remote Access,72.7,New,0,0
L002054,CU002054,2025-01-03,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Technology,50-249,Security Add-on,56.8,SQL,1,1
L002055,CU002055,2025-01-03,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LIV,Liverpool,Retail,1000+,Remote Support,47.9,New,0,0
L002056,CU002056,2025-01-04,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LIV,Liverpool,Manufacturing,1-49,Enterprise Connectivity,62.5,New,0,0
L002057,CU002057,2025-01-04,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Manufacturing,250-999,Enterprise Connectivity,61.3,New,0,0
L002058,CU002058,2025-01-04,Direct,Direct,CMP_DIR_LEE,Leeds,Manufacturing,1000+,Remote Support,66.8,New,0,0
L002059,CU002059,2025-01-04,Paid Social,Paid Social,CMP_PAI_LEE,Leeds,Professional Services,50-249,Remote Support,46.0,MQL,1,0
L002060,CU002060,2025-01-04,LinkedIn,LinkedIn,CMP_LIN_LIV,Liverpool,Professional Services,1000+,Remote Access,72.5,New,0,0
L002061,CU002061,2025-01-04,Email,Email,CMP_EMA_LIV,Liverpool,Technology,1000+,Security Add-on,60.0,MQL,1,0
L002062,CU002062,2025-01-05,Direct,Direct,CMP_DIR_LON,London,Healthcare,250-999,Enterprise Connectivity,54.5,New,0,0
L002063,CU002063,2025-01-05,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BIR,Birmingham,Professional Services,50-249,Remote Access,68.2,SQL,1,1
L002064,CU002064,2025-01-05,Paid Social,Paid Social,CMP_PAI_CAR,Cardiff,Education,50-249,Remote Support,48.7,New,0,0
L002065,CU002065,2025-01-05,Direct,Direct,CMP_DIR_BIR,Birmingham,Retail,50-249,Security Add-on,66.2,New,0,0
L002066,CU002066,2025-01-05,Direct,Direct,CMP_DIR_GLA,Glasgow,Retail,1-49,Security Add-on,69.2,SQL,1,1
L002067,CU002067,2025-01-06,Partner,Partner,CMP_PAR_MAN,Manchester,Healthcare,250-999,Remote Support,48.8,SQL,1,1
L002068,CU002068,2025-01-06,Partner,Partner,CMP_PAR_MAN,Manchester,Professional Services,1000+,Security Add-on,87.5,SQL,1,1
L002069,CU002069,2025-01-06,Paid Search - Brand,Paid Search - Brand,CMP_PAI_CAR,Cardiff,Retail,1-49,Security Add-on,59.3,MQL,1,0
L002070,CU002070,2025-01-07,Email,Email,CMP_EMA_CAR,Cardiff,Manufacturing,50-249,Security Add-on,64.0,MQL,1,0
L002071,CU002071,2025-01-07,Direct,Direct,CMP_DIR_MAN,Manchester,Technology,1000+,Security Add-on,38.0,New,0,0
L002072,CU002072,2025-01-07,LinkedIn,LinkedIn,CMP_LIN_BIR,Birmingham,Technology,250-999,Remote Access,77.1,MQL,1,0
L002073,CU002073,2025-01-07,Partner,Partner,CMP_PAR_CAR,Cardiff,Healthcare,250-999,Enterprise Connectivity,71.3,SQL,1,1
L002074,CU002074,2025-01-07,Direct,Direct,CMP_DIR_EDI,Edinburgh,Retail,50-249,Remote Access,62.5,New,0,0
L002075,CU002075,2025-01-07,Paid Social,Paid Social,CMP_PAI_BRI,Bristol,Professional Services,250-999,Remote Access,43.6,New,0,0
L002076,CU002076,2025-01-08,Events,Events,CMP_EVE_LEE,Leeds,Education,1000+,Remote Support,89.2,New,0,0
L002077,CU002077,2025-01-08,Organic Search,Organic Search,CMP_ORG_BRI,Bristol,Professional Services,1-49,Remote Access,76.2,New,0,0
L002078,CU002078,2025-01-08,Partner,Partner,CMP_PAR_GLA,Glasgow,Professional Services,250-999,Remote Access,62.5,New,0,0
L002079,CU002079,2025-01-09,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Manufacturing,50-249,Security Add-on,62.2,MQL,1,0
L002080,CU002080,2025-01-09,Organic Search,Organic Search,CMP_ORG_LEE,Leeds,Education,50-249,Remote Access,54.9,New,0,0
L002081,CU002081,2025-01-09,LinkedIn,LinkedIn,CMP_LIN_LIV,Liverpool,Retail,1000+,Remote Support,83.1,MQL,1,0
L002082,CU002082,2025-01-09,Organic Search,Organic Search,CMP_ORG_GLA,Glasgow,Healthcare,1-49,Enterprise Connectivity,50.7,SQL,1,1
L002083,CU002083,2025-01-09,Events,Events,CMP_EVE_MAN,Manchester,Education,1-49,Remote Access,48.6,MQL,1,0
L002084,CU002084,2025-01-09,Paid Social,Paid Social,CMP_PAI_MAN,Manchester,Education,1-49,Enterprise Connectivity,31.4,New,0,0
L002085,CU002085,2025-01-09,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_CAR,Cardiff,Healthcare,1000+,Remote Support,38.5,New,0,0
L002086,CU002086,2025-01-09,Direct,Direct,CMP_DIR_BIR,Birmingham,Education,250-999,Security Add-on,71.7,SQL,1,1
L002087,CU002087,2025-01-10,Partner,Partner,CMP_PAR_CAR,Cardiff,Education,50-249,Enterprise Connectivity,69.5,New,0,0
L002088,CU002088,2025-01-10,Paid Social,Paid Social,CMP_PAI_SHE,Sheffield,Retail,50-249,Security Add-on,44.7,New,0,0
L002089,CU002089,2025-01-10,Paid Social,Paid Social,CMP_PAI_BRI,Bristol,Manufacturing,1-49,Remote Support,53.1,SQL,1,1
L002090,CU002090,2025-01-10,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LEE,Leeds,Education,1000+,Remote Support,55.0,MQL,1,0
L002091,CU002091,2025-01-10,Paid Social,Paid Social,CMP_PAI_MAN,Manchester,Manufacturing,1-49,Remote Access,67.6,New,0,0
L002092,CU002092,2025-01-10,Email,Email,CMP_EMA_SHE,Sheffield,Healthcare,50-249,Remote Access,74.3,New,0,0
L002093,CU002093,2025-01-10,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LEE,Leeds,Education,250-999,Enterprise Connectivity,54.0,New,0,0
L002094,CU002094,2025-01-10,Partner,Partner,CMP_PAR_BRI,Bristol,Retail,250-999,Remote Access,91.9,SQL,1,1
L002095,CU002095,2025-01-11,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Retail,1-49,Remote Access,87.3,New,0,0
L002096,CU002096,2025-01-11,LinkedIn,LinkedIn,CMP_LIN_LIV,Liverpool,Retail,250-999,Remote Support,83.4,SQL,1,1
L002097,CU002097,2025-01-11,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Manufacturing,50-249,Security Add-on,58.6,New,0,0
L002098,CU002098,2025-01-11,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LON,London,Professional Services,50-249,Remote Support,53.6,MQL,1,0
L002099,CU002099,2025-01-12,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BRI,Bristol,Technology,1-49,Security Add-on,74.5,MQL,1,0
L002100,CU002100,2025-01-12,Organic Search,Organic Search,CMP_ORG_BIR,Birmingham,Professional Services,250-999,Remote Access,59.8,MQL,1,0
L002101,CU002101,2025-01-12,Paid Social,Paid Social,CMP_PAI_LON,London,Manufacturing,250-999,Security Add-on,45.6,New,0,0
L002102,CU002102,2025-01-12,Paid Social,Paid Social,CMP_PAI_GLA,Glasgow,Retail,50-249,Remote Access,58.1,SQL,1,1
L002103,CU002103,2025-01-13,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BIR,Birmingham,Healthcare,250-999,Security Add-on,44.1,SQL,1,1
L002104,CU002104,2025-01-13,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BRI,Bristol,Retail,50-249,Enterprise Connectivity,53.8,New,0,0
L002105,CU002105,2025-01-13,Direct,Direct,CMP_DIR_CAR,Cardiff,Manufacturing,250-999,Remote Access,81.0,MQL,1,0
L002106,CU002106,2025-01-13,Paid Social,Paid Social,CMP_PAI_GLA,Glasgow,Healthcare,250-999,Security Add-on,63.7,New,0,0
L002107,CU002107,2025-01-13,Paid Search - Brand,Paid Search - Brand,CMP_PAI_EDI,Edinburgh,Manufacturing,50-249,Enterprise Connectivity,40.7,New,0,0
L002108,CU002108,2025-01-13,Organic Search,Organic Search,CMP_ORG_EDI,Edinburgh,Manufacturing,250-999,Remote Access,70.5,New,0,0
L002109,CU002109,2025-01-13,Organic Search,Organic Search,CMP_ORG_LON,London,Education,250-999,Remote Support,74.7,New,0,0
L002110,CU002110,2025-01-13,LinkedIn,LinkedIn,CMP_LIN_LON,London,Retail,1000+,Remote Support,73.4,New,0,0
L002111,CU002111,2025-01-14,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Healthcare,50-249,Remote Support,66.4,MQL,1,0
L002112,CU002112,2025-01-14,Events,Events,CMP_EVE_BRI,Bristol,Professional Services,250-999,Security Add-on,72.0,New,0,0
L002113,CU002113,2025-01-14,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Professional Services,250-999,Enterprise Connectivity,47.9,New,0,0
L002114,CU002114,2025-01-14,Events,Events,CMP_EVE_EDI,Edinburgh,Education,50-249,Enterprise Connectivity,95.1,New,0,0
L002115,CU002115,2025-01-14,Organic Search,Organic Search,CMP_ORG_LEE,Leeds,Professional Services,1000+,Remote Support,54.0,MQL,1,0
L002116,CU002116,2025-01-14,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Retail,1000+,Remote Access,39.3,SQL,1,1
L002117,CU002117,2025-01-14,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BRI,Bristol,Education,1-49,Remote Access,61.7,MQL,1,0
L002118,CU002118,2025-01-15,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_SHE,Sheffield,Healthcare,1-49,Enterprise Connectivity,59.3,SQL,1,1
L002119,CU002119,2025-01-15,Email,Email,CMP_EMA_BIR,Birmingham,Education,50-249,Security Add-on,63.9,SQL,1,1
L002120,CU002120,2025-01-15,Email,Email,CMP_EMA_GLA,Glasgow,Professional Services,1-49,Remote Support,63.7,MQL,1,0
L002121,CU002121,2025-01-16,Partner,Partner,CMP_PAR_GLA,Glasgow,Education,250-999,Security Add-on,64.2,New,0,0
L002122,CU002122,2025-01-16,Events,Events,CMP_EVE_LEE,Leeds,Healthcare,1000+,Remote Access,63.1,New,0,0
L002123,CU002123,2025-01-16,Paid Social,Paid Social,CMP_PAI_MAN,Manchester,Professional Services,50-249,Remote Support,44.5,New,0,0
L002124,CU002124,2025-01-16,Email,Email,CMP_EMA_MAN,Manchester,Education,1000+,Remote Access,61.1,New,0,0
L002125,CU002125,2025-01-17,Paid Search - Brand,Paid Search - Brand,CMP_PAI_CAR,Cardiff,Education,50-249,Remote Support,57.5,New,0,0
L002126,CU002126,2025-01-17,LinkedIn,LinkedIn,CMP_LIN_MAN,Manchester,Professional Services,1000+,Enterprise Connectivity,71.8,New,0,0
L002127,CU002127,2025-01-17,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BIR,Birmingham,Manufacturing,1-49,Enterprise Connectivity,62.6,MQL,1,0
L002128,CU002128,2025-01-17,LinkedIn,LinkedIn,CMP_LIN_LIV,Liverpool,Retail,1000+,Remote Access,52.7,SQL,1,1
L002129,CU002129,2025-01-18,Events,Events,CMP_EVE_LON,London,Retail,1-49,Security Add-on,37.2,New,0,0
L002130,CU002130,2025-01-18,Email,Email,CMP_EMA_SHE,Sheffield,Retail,250-999,Enterprise Connectivity,61.1,MQL,1,0
L002131,CU002131,2025-01-19,Direct,Direct,CMP_DIR_BIR,Birmingham,Retail,1-49,Remote Support,63.8,New,0,0
L002132,CU002132,2025-01-19,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Healthcare,1-49,Remote Access,57.9,MQL,1,0
L002133,CU002133,2025-01-19,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LEE,Leeds,Retail,250-999,Remote Access,53.5,SQL,1,1
L002134,CU002134,2025-01-19,Organic Search,Organic Search,CMP_ORG_CAR,Cardiff,Manufacturing,250-999,Remote Support,80.2,SQL,1,1
L002135,CU002135,2025-01-19,Organic Search,Organic Search,CMP_ORG_BIR,Birmingham,Technology,250-999,Remote Support,68.3,MQL,1,0
L002136,CU002136,2025-01-20,Events,Events,CMP_EVE_MAN,Manchester,Technology,50-249,Enterprise Connectivity,77.1,MQL,1,0
L002137,CU002137,2025-01-20,Paid Search - Brand,Paid Search - Brand,CMP_PAI_SHE,Sheffield,Manufacturing,50-249,Security Add-on,69.7,New,0,0
L002138,CU002138,2025-01-20,Paid Social,Paid Social,CMP_PAI_BRI,Bristol,Healthcare,1-49,Remote Access,53.0,New,0,0
L002139,CU002139,2025-01-20,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_MAN,Manchester,Healthcare,1000+,Enterprise Connectivity,63.8,New,0,0
L002140,CU002140,2025-01-20,Events,Events,CMP_EVE_BRI,Bristol,Technology,1-49,Remote Support,81.4,New,0,0
L002141,CU002141,2025-01-20,Paid Social,Paid Social,CMP_PAI_GLA,Glasgow,Retail,50-249,Remote Access,63.0,New,0,0
L002142,CU002142,2025-01-21,Email,Email,CMP_EMA_SHE,Sheffield,Education,1-49,Enterprise Connectivity,85.3,MQL,1,0
L002143,CU002143,2025-01-21,Paid Social,Paid Social,CMP_PAI_SHE,Sheffield,Manufacturing,50-249,Remote Access,27.8,New,0,0
L002144,CU002144,2025-01-21,Paid Search - Brand,Paid Search - Brand,CMP_PAI_BRI,Bristol,Healthcare,50-249,Remote Support,75.5,New,0,0
L002145,CU002145,2025-01-21,Direct,Direct,CMP_DIR_CAR,Cardiff,Professional Services,250-999,Security Add-on,80.5,New,0,0
L002146,CU002146,2025-01-21,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BRI,Bristol,Retail,250-999,Enterprise Connectivity,72.1,MQL,1,0
L002147,CU002147,2025-01-21,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Manufacturing,1-49,Remote Support,72.1,New,0,0
L002148,CU002148,2025-01-22,Direct,Direct,CMP_DIR_LEE,Leeds,Healthcare,50-249,Remote Access,62.6,MQL,1,0
L002149,CU002149,2025-01-22,Events,Events,CMP_EVE_SHE,Sheffield,Professional Services,1-49,Remote Support,58.1,New,0,0
L002150,CU002150,2025-01-22,Direct,Direct,CMP_DIR_SHE,Sheffield,Healthcare,1-49,Security Add-on,75.2,New,0,0
L002151,CU002151,2025-01-22,Organic Search,Organic Search,CMP_ORG_LON,London,Technology,250-999,Enterprise Connectivity,60.2,New,0,0
L002152,CU002152,2025-01-22,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LIV,Liverpool,Retail,1-49,Remote Access,41.0,MQL,1,0
L002153,CU002153,2025-01-22,Email,Email,CMP_EMA_LIV,Liverpool,Retail,50-249,Security Add-on,78.6,MQL,1,0
L002154,CU002154,2025-01-23,Events,Events,CMP_EVE_LEE,Leeds,Technology,50-249,Remote Access,73.5,New,0,0
L002155,CU002155,2025-01-23,Direct,Direct,CMP_DIR_GLA,Glasgow,Technology,1-49,Security Add-on,74.9,MQL,1,0
L002156,CU002156,2025-01-23,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_GLA,Glasgow,Technology,50-249,Remote Access,39.7,MQL,1,0
L002157,CU002157,2025-01-23,Paid Social,Paid Social,CMP_PAI_BIR,Birmingham,Retail,1-49,Remote Support,56.2,New,0,0
L002158,CU002158,2025-01-23,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_CAR,Cardiff,Retail,250-999,Enterprise Connectivity,61.1,MQL,1,0
L002159,CU002159,2025-01-23,Direct,Direct,CMP_DIR_LON,London,Manufacturing,1000+,Enterprise Connectivity,77.6,SQL,1,1
L002160,CU002160,2025-01-24,Organic Search,Organic Search,CMP_ORG_MAN,Manchester,Healthcare,1-49,Security Add-on,59.0,MQL,1,0
L002161,CU002161,2025-01-24,Organic Search,Organic Search,CMP_ORG_BIR,Birmingham,Professional Services,250-999,Remote Support,71.9,New,0,0
L002162,CU002162,2025-01-24,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_LON,London,Retail,1-49,Remote Access,70.5,New,0,0
L002163,CU002163,2025-01-24,Direct,Direct,CMP_DIR_BIR,Birmingham,Manufacturing,50-249,Remote Support,49.2,New,0,0
L002164,CU002164,2025-01-24,Paid Social,Paid Social,CMP_PAI_LON,London,Technology,1-49,Enterprise Connectivity,39.3,New,0,0
L002165,CU002165,2025-01-24,Paid Search - Brand,Paid Search - Brand,CMP_PAI_MAN,Manchester,Education,50-249,Remote Access,64.3,New,0,0
L002166,CU002166,2025-01-24,Paid Search - Brand,Paid Search - Brand,CMP_PAI_EDI,Edinburgh,Education,50-249,Enterprise Connectivity,61.5,SQL,1,1
L002167,CU002167,2025-01-25,Direct,Direct,CMP_DIR_GLA,Glasgow,Manufacturing,1-49,Remote Support,72.9,New,0,0
L002168,CU002168,2025-01-25,Direct,Direct,CMP_DIR_MAN,Manchester,Healthcare,1-49,Enterprise Connectivity,82.4,SQL,1,1
L002169,CU002169,2025-01-25,Events,Events,CMP_EVE_EDI,Edinburgh,Education,50-249,Remote Support,79.6,New,0,0
L002170,CU002170,2025-01-25,Email,Email,CMP_EMA_LON,London,Healthcare,50-249,Remote Access,54.7,SQL,1,1
L002171,CU002171,2025-01-26,Paid Search - Brand,Paid Search - Brand,CMP_PAI_LON,London,Education,50-249,Remote Access,47.8,MQL,1,0
L002172,CU002172,2025-01-26,Paid Social,Paid Social,CMP_PAI_CAR,Cardiff,Technology,1-49,Remote Access,53.3,MQL,1,0
L002173,CU002173,2025-01-26,Organic Search,Organic Search,CMP_ORG_GLA,Glasgow,Technology,1-49,Remote Access,58.3,New,0,0
L002174,CU002174,2025-01-27,Direct,Direct,CMP_DIR_LIV,Liverpool,Professional Services,250-999,Remote Support,81.5,New,0,0
L002175,CU002175,2025-01-27,Paid Social,Paid Social,CMP_PAI_CAR,Cardiff,Retail,250-999,Enterprise Connectivity,37.7,New,0,0
L002176,CU002176,2025-01-27,Partner,Partner,CMP_PAR_LON,London,Professional Services,1000+,Enterprise Connectivity,83.1,New,0,0
L002177,CU002177,2025-01-27,Organic Search,Organic Search,CMP_ORG_GLA,Glasgow,Manufacturing,50-249,Security Add-on,61.4,MQL,1,0
L002178,CU002178,2025-01-27,Partner,Partner,CMP_PAR_EDI,Edinburgh,Education,250-999,Security Add-on,43.4,New,0,0
L002179,CU002179,2025-01-28,Email,Email,CMP_EMA_BIR,Birmingham,Education,1000+,Security Add-on,69.5,New,0,0
L002180,CU002180,2025-01-28,Email,Email,CMP_EMA_LON,London,Manufacturing,250-999,Remote Access,53.7,SQL,1,1
L002181,CU002181,2025-01-29,Email,Email,CMP_EMA_CAR,Cardiff,Education,50-249,Security Add-on,60.4,SQL,1,1
L002182,CU002182,2025-01-29,Paid Social,Paid Social,CMP_PAI_LIV,Liverpool,Healthcare,1-49,Remote Support,14.7,New,0,0
L002183,CU002183,2025-01-29,Paid Search - Non-Brand,Paid Search - Non-Brand,CMP_PAI_BRI,Bristol,Healthcare,50-249,Remote Support,62.8,MQL,1,0
L002184,CU002184,2025-01-29,Direct,Direct,CMP_DIR_BRI,Bristol,Healthcare,50-249,Enterprise Connectivity,48.8,SQL,1,1
L002185,CU002185,2025-01-29,Paid Social,Paid Social,CMP_PAI_MAN,Manchester,Professional Services,250-999,Security Add-on,53.5,MQL,1,0
L002186,CU002186,2025-01-29,Partner,Partner,CMP_PAR_SHE,Sheffield,Healthcare,50-249,Remote Support,45.0,New,0,0
L002187,CU002187,2025-01-29,Paid Search - Brand,Paid Search - Brand,CMP_PAI_GLA,Glasgow,Manufacturing,50-249,Security Add-on,54.9,New,0,0
L002188,CU002188,2025-01-29,Partner,Partner,CMP_PAR_LEE,Leeds,Retail,50-249,Enterprise Connectivity,84.8,SQL,1,1
L002189,CU002189,2025-01-30,Paid Search - Brand,Paid Search - Brand,CMP_PAI_CAR,Cardiff,Professional Services,250-999,Remote Access,62.2,SQL,1,1
L002190,CU002190,2025-01-30,Paid Search - Brand,Paid Search - Brand,CMP_PAI_GLA,Glasgow,Professional Services,50-249,Enterprise Connectivity,75.6,New,0,0
