opportunity_id,lead_id,customer_id,created_date,close_date,product_id,opportunity_stage,pipeline_value_gbp,expected_value_gbp,closed_won_flag,closed_lost_flag,sales_cycle_days,loss_reason
O000459,L002384,CU002384,2025-03-16,2025-06-15,Remote Access,Closed Lost,83865.53,28514.28,0,1,91,Timing
O000460,L002390,CU002390,2025-03-13,2025-07-07,Enterprise Connectivity,Closed Lost,68121.95,23161.46,0,1,116,No decision
O000461,L002393,CU002393,2025-03-20,2025-06-11,Remote Access,Closed Lost,57701.01,16156.28,0,1,83,Competitor
O000462,L002402,CU002402,2025-03-16,2025-05-19,Remote Access,Closed Lost,6758.23,1892.31,0,1,64,Budget
O000463,L002408,CU002408,2025-03-18,2025-05-05,Remote Support,Closed Lost,21838.59,6114.81,0,1,48,Timing
O000464,L002410,CU002410,2025-03-16,2025-06-09,Remote Support,Closed Lost,30883.86,8647.48,0,1,85,Budget
O000465,L002414,CU002414,2025-03-23,2025-05-19,Remote Access,Closed Won,8769.5,2455.46,1,0,57,
O000466,L002422,CU002422,2025-03-29,2025-05-30,Enterprise Connectivity,Closed Lost,10220.51,2861.74,0,1,62,No decision
O000467,L002426,CU002426,2025-03-27,2025-06-08,Security Add-on,Closed Won,14357.56,4020.12,1,0,73,
O000468,L002433,CU002433,2025-03-27,2025-05-14,Remote Support,Closed Lost,10146.32,2840.97,0,1,48,Competitor
O000469,L002442,CU002442,2025-03-31,2025-05-13,Security Add-on,Closed Lost,27694.19,9416.02,0,1,43,Competitor
O000470,L002445,CU002445,2025-03-28,2025-06-05,Enterprise Connectivity,Closed Won,11498.06,2299.61,1,0,69,
O000471,L002447,CU002447,2025-03-24,2025-06-08,Enterprise Connectivity,Closed Lost,6111.22,1222.24,0,1,76,Budget
O000472,L002448,CU002448,2025-04-05,2025-05-09,Enterprise Connectivity,Closed Lost,36709.64,10278.7,0,1,34,No decision
O000473,L002451,CU002451,2025-03-28,2025-06-15,Security Add-on,Closed Won,6245.62,1748.77,1,0,79,
O000474,L002454,CU002454,2025-04-04,2025-05-16,Security Add-on,Closed Lost,7969.4,2231.43,0,1,42,Competitor
O000475,L002460,CU002460,2025-03-26,2025-04-28,Remote Support,Closed Lost,14353.28,4018.92,0,1,33,Budget
O000476,L002463,CU002463,2025-04-04,2025-06-17,Remote Support,Closed Lost,72113.45,20191.76,0,1,74,Timing
O000477,L002483,CU002483,2025-04-02,2025-05-31,Enterprise Connectivity,Closed Lost,9851.62,2758.45,0,1,59,Competitor
O000478,L002488,CU002488,2025-03-30,2025-07-18,Remote Access,Closed Won,16550.86,4634.24,1,0,110,
O000479,L002496,CU002496,2025-04-14,2025-07-15,Remote Access,Closed Lost,5781.9,1965.85,0,1,92,No decision
O000480,L002500,CU002500,2025-04-07,2025-04-27,Security Add-on,Closed Lost,5801.9,1624.53,0,1,20,Timing
O000481,L002507,CU002507,2025-04-12,2025-07-03,Security Add-on,Closed Lost,19072.17,6484.54,0,1,82,Budget
O000482,L002510,CU002510,2025-04-11,2025-05-13,Remote Support,Closed Lost,38043.45,12934.77,0,1,32,Budget
O000483,L002512,CU002512,2025-04-06,2025-06-12,Security Add-on,Closed Won,9932.77,2781.18,1,0,67,
O000484,L002514,CU002514,2025-04-10,2025-08-04,Remote Support,Closed Lost,12779.65,5367.45,0,1,116,Timing
O000485,L002515,CU002515,2025-04-07,2025-07-26,Remote Support,Closed Won,17906.85,8595.29,1,0,110,
O000486,L002527,CU002527,2025-04-13,2025-07-15,Remote Access,Closed Won,135600.01,37968.0,1,0,93,
O000487,L002528,CU002528,2025-04-10,2025-07-12,Remote Access,Closed Lost,7272.38,1454.48,0,1,93,Timing
O000488,L002531,CU002531,2025-04-19,2025-05-24,Security Add-on,Closed Lost,23477.61,6573.73,0,1,35,No decision
O000489,L002540,CU002540,2025-04-19,2025-07-19,Security Add-on,Closed Lost,49800.08,13944.02,0,1,91,Competitor
O000490,L002544,CU002544,2025-04-14,2025-07-29,Remote Access,Closed Lost,20091.99,5625.76,0,1,106,Competitor
O000491,L002548,CU002548,2025-04-22,2025-06-07,Remote Access,Closed Lost,13398.16,4555.37,0,1,46,Budget
O000492,L002549,CU002549,2025-04-13,2025-05-19,Enterprise Connectivity,Closed Lost,7336.04,2054.09,0,1,36,Budget
O000493,L002559,CU002559,2025-04-26,2025-06-27,Remote Access,Closed Lost,46438.56,13002.8,0,1,62,Budget
O000494,L002563,CU002563,2025-04-22,2025-05-23,Security Add-on,Closed Lost,9580.17,2682.45,0,1,31,Budget
O000495,L002574,CU002574,2025-04-18,2025-05-30,Security Add-on,Closed Won,68777.15,19257.6,1,0,42,
O000496,L002577,CU002577,2025-04-24,2025-08-08,Enterprise Connectivity,Closed Lost,36741.8,17636.07,0,1,106,Timing
O000497,L002578,CU002578,2025-04-24,2025-06-05,Security Add-on,Closed Lost,35812.66,17190.08,0,1,42,No decision
O000498,L002582,CU002582,2025-04-25,2025-07-24,Security Add-on,Closed Won,142857.43,68571.57,1,0,90,
O000499,L002586,CU002586,2025-04-30,2025-07-05,Remote Support,Closed Lost,110387.02,52985.77,0,1,66,Timing
O000500,L002588,CU002588,2025-05-01,2025-06-08,Remote Support,Closed Lost,14906.02,5068.05,0,1,38,No decision
O000501,L002592,CU002592,2025-04-19,2025-07-02,Remote Support,Closed Lost,37833.84,15890.21,0,1,74,Budget
O000502,L002600,CU002600,2025-05-03,2025-05-29,Security Add-on,Closed Lost,42001.69,11760.47,0,1,26,Competitor
O000503,L002602,CU002602,2025-04-27,2025-08-06,Security Add-on,Closed Lost,53675.34,15029.1,0,1,101,No decision
O000504,L002613,CU002613,2025-05-06,2025-08-02,Enterprise Connectivity,Closed Lost,7960.97,2229.07,0,1,88,No decision
O000505,L002620,CU002620,2025-04-26,2025-08-01,Remote Support,Closed Lost,63989.09,17916.94,0,1,97,Timing
O000506,L002626,CU002626,2025-04-26,2025-07-01,Remote Support,Closed Lost,13290.65,5582.08,0,1,66,No decision
O000507,L002629,CU002629,2025-05-04,2025-07-24,Remote Access,Closed Lost,44686.81,12512.31,0,1,81,No decision
O000508,L002637,CU002637,2025-05-04,2025-06-30,Remote Access,Closed Lost,47693.81,13354.27,0,1,57,No decision
O000509,L002640,CU002640,2025-05-08,2025-07-30,Enterprise Connectivity,Closed Lost,59607.5,20266.55,0,1,83,Budget
O000510,L002645,CU002645,2025-04-30,2025-07-20,Security Add-on,Closed Won,40271.71,16914.12,1,0,81,
O000511,L002647,CU002647,2025-05-02,2025-06-04,Remote Support,Closed Won,32891.2,9209.54,1,0,33,
O000512,L002648,CU002648,2025-05-03,2025-05-28,Remote Access,Closed Lost,26112.47,7311.49,0,1,25,No decision
O000513,L002656,CU002656,2025-05-09,2025-07-08,Remote Support,Closed Lost,5260.53,1472.95,0,1,60,Competitor
O000514,L002657,CU002657,2025-05-10,2025-07-16,Remote Support,Closed Won,10709.17,2998.57,1,0,67,
O000515,L002658,CU002658,2025-05-05,2025-06-29,Remote Support,Closed Lost,55830.96,23449.0,0,1,55,Budget
O000516,L002662,CU002662,2025-05-10,2025-09-06,Remote Support,Closed Won,19605.99,5489.68,1,0,119,
O000517,L002665,CU002665,2025-05-10,2025-08-07,Security Add-on,Closed Won,30873.22,10496.9,1,0,89,
O000518,L002666,CU002666,2025-05-07,2025-07-11,Remote Access,Closed Lost,60180.24,16850.47,0,1,65,Budget
O000519,L002673,CU002673,2025-05-16,2025-07-29,Security Add-on,Closed Lost,12385.59,3467.96,0,1,74,Budget
O000520,L002680,CU002680,2025-05-14,2025-06-20,Enterprise Connectivity,Closed Lost,18997.83,5319.39,0,1,37,Budget
O000521,L002689,CU002689,2025-05-11,2025-06-15,Security Add-on,Closed Won,26383.3,8970.32,1,0,35,
O000522,L002691,CU002691,2025-05-07,2025-08-08,Enterprise Connectivity,Closed Won,41075.04,13965.51,1,0,93,
O000523,L002694,CU002694,2025-05-13,2025-08-22,Remote Support,Closed Lost,14743.58,7076.92,0,1,101,Timing
O000524,L002697,CU002697,2025-05-15,2025-08-30,Remote Access,Closed Won,50577.59,14161.72,1,0,107,
O000525,L002700,CU002700,2025-05-08,2025-06-30,Remote Support,Closed Won,4986.27,1695.33,1,0,53,
O000526,L002702,CU002702,2025-05-20,2025-08-04,Remote Access,Closed Lost,15820.9,7594.03,0,1,76,No decision
O000527,L002715,CU002715,2025-05-14,2025-07-26,Security Add-on,Closed Won,72948.36,24802.44,1,0,73,
O000528,L002717,CU002717,2025-05-13,2025-06-19,Security Add-on,Closed Lost,14936.83,4182.31,0,1,37,Budget
O000529,L002719,CU002719,2025-05-16,2025-07-19,Remote Access,Closed Lost,4717.75,1320.97,0,1,64,No decision
O000530,L002723,CU002723,2025-05-21,2025-07-12,Remote Support,Closed Lost,22231.08,5780.08,0,1,52,Timing
O000531,L002746,CU002746,2025-05-16,2025-07-06,Remote Access,Closed Lost,23012.8,6443.59,0,1,51,Timing
O000532,L002755,CU002755,2025-05-24,2025-07-27,Security Add-on,Closed Lost,24828.19,8441.58,0,1,64,Budget
O000533,L002764,CU002764,2025-05-25,2025-06-30,Remote Support,Closed Won,12319.78,3449.54,1,0,36,
O000534,L002770,CU002770,2025-06-02,2025-07-12,Enterprise Connectivity,Closed Won,20208.63,6870.93,1,0,40,
O000535,L002772,CU002772,2025-05-30,2025-07-18,Remote Access,Closed Lost,6229.99,1246.0,0,1,49,No decision
O000536,L002775,CU002775,2025-05-26,2025-06-21,Security Add-on,Closed Lost,6026.24,2048.92,0,1,26,No decision
O000537,L002785,CU002785,2025-06-06,2025-09-08,Remote Access,Closed Lost,18771.53,5256.03,0,1,94,Timing
O000538,L002786,CU002786,2025-06-05,2025-09-18,Security Add-on,Closed Lost,12069.26,3379.39,0,1,105,No decision
O000539,L002808,CU002808,2025-06-01,2025-06-25,Enterprise Connectivity,Closed Won,7324.2,3515.62,1,0,24,
O000540,L002812,CU002812,2025-06-03,2025-06-29,Enterprise Connectivity,Closed Lost,9538.19,2670.69,0,1,26,Timing
O000541,L002816,CU002816,2025-05-31,2025-09-25,Remote Access,Closed Won,30174.32,8448.81,1,0,117,
O000542,L002824,CU002824,2025-06-04,2025-07-10,Security Add-on,Closed Lost,57818.24,16189.11,0,1,36,No decision
O000543,L002825,CU002825,2025-06-14,2025-10-04,Security Add-on,Closed Lost,90843.33,43604.8,0,1,112,No decision
O000544,L002833,CU002833,2025-06-08,2025-08-06,Remote Support,Closed Won,19377.26,6588.27,1,0,59,
O000545,L002835,CU002835,2025-06-12,2025-07-03,Remote Access,Closed Won,7162.9,3438.19,1,0,21,
O000546,L002839,CU002839,2025-06-15,2025-09-02,Enterprise Connectivity,Closed Lost,4841.53,1646.12,0,1,79,Budget
O000547,L002848,CU002848,2025-06-11,2025-09-18,Remote Access,Closed Lost,20963.14,4192.63,0,1,99,Budget
O000548,L002851,CU002851,2025-06-07,2025-07-06,Remote Support,Closed Lost,17207.11,4817.99,0,1,29,Competitor
O000549,L002854,CU002854,2025-06-10,2025-09-25,Remote Support,Closed Won,31471.61,8812.05,1,0,107,
O000550,L002863,CU002863,2025-06-15,2025-08-15,Remote Access,Closed Lost,115463.78,55422.62,0,1,61,Competitor
O000551,L002867,CU002867,2025-06-19,2025-09-30,Remote Access,Closed Won,51855.39,14519.51,1,0,103,
O000552,L002872,CU002872,2025-06-16,2025-07-14,Remote Support,Closed Won,56190.23,19104.68,1,0,28,
O000553,L002874,CU002874,2025-06-23,2025-08-18,Remote Access,Closed Lost,6437.01,2703.54,0,1,56,Budget
O000554,L002879,CU002879,2025-06-13,2025-09-20,Remote Support,Closed Lost,37415.5,10476.34,0,1,99,Competitor
O000555,L002883,CU002883,2025-06-23,2025-09-12,Security Add-on,Closed Lost,13714.49,3840.06,0,1,81,Timing
O000556,L002890,CU002890,2025-06-14,2025-09-27,Remote Access,Closed Won,6245.46,1748.73,1,0,105,
O000557,L002892,CU002892,2025-06-27,2025-10-17,Security Add-on,Closed Won,5071.02,1724.15,1,0,112,
O000558,L002894,CU002894,2025-06-29,2025-09-30,Remote Access,Closed Lost,41863.95,11721.91,0,1,93,Budget
O000559,L002897,CU002897,2025-06-26,2025-09-25,Security Add-on,Closed Won,57608.77,16130.46,1,0,91,
O000560,L002902,CU002902,2025-06-23,2025-08-02,Security Add-on,Closed Won,4389.19,1492.33,1,0,40,
O000561,L002903,CU002903,2025-06-21,2025-08-16,Remote Access,Closed Won,62918.21,17617.1,1,0,56,
O000562,L002909,CU002909,2025-07-01,2025-08-16,Enterprise Connectivity,Closed Won,71827.6,24421.39,1,0,46,
O000563,L002915,CU002915,2025-06-19,2025-09-03,Enterprise Connectivity,Closed Lost,13777.61,3857.73,0,1,76,Competitor
O000564,L002920,CU002920,2025-07-01,2025-08-13,Security Add-on,Closed Lost,16463.64,4609.82,0,1,43,Budget
O000565,L002922,CU002922,2025-06-27,2025-08-26,Remote Support,Closed Won,7292.93,2042.02,1,0,60,
O000566,L002929,CU002929,2025-06-21,2025-09-21,Remote Access,Closed Won,30349.15,8497.76,1,0,92,
O000567,L002932,CU002932,2025-07-02,2025-07-22,Remote Support,Closed Lost,43610.66,14827.62,0,1,20,Timing
O000568,L002939,CU002939,2025-07-04,2025-08-30,Remote Support,Closed Lost,18057.01,5055.96,0,1,57,No decision
O000569,L002941,CU002941,2025-06-30,2025-08-14,Enterprise Connectivity,Closed Won,32943.48,15812.87,1,0,45,
O000570,L002944,CU002944,2025-06-29,2025-08-19,Remote Support,Closed Won,8273.03,1654.61,1,0,51,
O000571,L002950,CU002950,2025-06-25,2025-08-11,Remote Support,Closed Lost,43180.61,12090.57,0,1,47,Competitor
O000572,L002954,CU002954,2025-06-25,2025-09-25,Security Add-on,Closed Won,12392.86,4213.57,1,0,92,
O000573,L002967,CU002967,2025-06-27,2025-07-27,Enterprise Connectivity,Closed Lost,10210.57,4901.07,0,1,30,Budget
O000574,L002983,CU002983,2025-06-30,2025-09-19,Remote Access,Closed Won,15373.9,4304.69,1,0,81,
O000575,L003009,CU003009,2025-07-08,2025-10-28,Enterprise Connectivity,Closed Lost,2887.12,577.42,0,1,112,No decision
O000576,L003012,CU003012,2025-07-15,2025-09-03,Remote Access,Closed Won,3519.33,985.41,1,0,50,
O000577,L003013,CU003013,2025-07-17,2025-10-25,Remote Support,Closed Lost,7060.86,1977.04,0,1,100,No decision
O000578,L003020,CU003020,2025-07-21,2025-10-31,Remote Access,Closed Won,28224.13,9596.2,1,0,102,
O000579,L003028,CU003028,2025-07-25,2025-09-01,Enterprise Connectivity,Closed Lost,26799.03,9111.67,0,1,38,Budget
O000580,L003045,CU003045,2025-07-22,2025-08-30,Enterprise Connectivity,Closed Lost,25250.29,7070.08,0,1,39,Timing
O000581,L003046,CU003046,2025-07-21,2025-08-13,Remote Access,Closed Won,50764.61,14214.09,1,0,23,
O000582,L003052,CU003052,2025-07-20,2025-08-10,Remote Support,Closed Lost,7736.6,2166.25,0,1,21,Competitor
O000583,L003053,CU003053,2025-07-29,2025-09-17,Remote Support,Closed Won,71799.36,30155.73,1,0,50,
O000584,L003054,CU003054,2025-07-24,2025-11-08,Remote Support,Closed Lost,33258.24,11307.8,0,1,107,Budget
O000585,L003056,CU003056,2025-07-19,2025-10-08,Remote Access,Closed Won,10689.16,2992.97,1,0,81,
O000586,L003059,CU003059,2025-07-29,2025-09-19,Remote Support,Closed Lost,13951.22,2790.24,0,1,52,Competitor
O000587,L003064,CU003064,2025-07-21,2025-09-12,Security Add-on,Closed Lost,6767.59,1353.52,0,1,53,Timing
O000588,L003072,CU003072,2025-07-20,2025-08-20,Security Add-on,Closed Won,19912.34,5575.46,1,0,31,
O000589,L003076,CU003076,2025-07-29,2025-09-18,Remote Access,Closed Lost,6641.73,1859.68,0,1,51,Timing
O000590,L003079,CU003079,2025-08-04,2025-11-19,Remote Support,Closed Lost,26372.53,7384.31,0,1,107,Competitor
O000591,L003080,CU003080,2025-07-31,2025-11-04,Enterprise Connectivity,Closed Lost,18277.29,5117.64,0,1,96,No decision
O000592,L003082,CU003082,2025-07-25,2025-08-27,Enterprise Connectivity,Closed Lost,12369.11,3463.35,0,1,33,Budget
O000593,L003092,CU003092,2025-07-28,2025-09-03,Security Add-on,Closed Lost,3476.24,973.35,0,1,37,No decision
O000594,L003104,CU003104,2025-08-05,2025-10-16,Remote Access,Closed Won,51251.03,14350.29,1,0,72,
O000595,L003112,CU003112,2025-08-07,2025-10-24,Security Add-on,Closed Lost,27075.59,7581.17,0,1,78,No decision
O000596,L003114,CU003114,2025-08-09,2025-10-23,Remote Access,Closed Won,19079.75,6487.12,1,0,75,
O000597,L003115,CU003115,2025-08-02,2025-11-11,Enterprise Connectivity,Closed Lost,5648.35,1581.54,0,1,101,Budget
O000598,L003116,CU003116,2025-08-03,2025-10-09,Security Add-on,Closed Won,68538.15,19190.68,1,0,67,
O000599,L003117,CU003117,2025-07-30,2025-09-16,Enterprise Connectivity,Closed Lost,40778.87,11418.08,0,1,48,Timing
O000600,L003133,CU003133,2025-08-03,2025-11-22,Remote Support,Closed Lost,8455.27,2367.48,0,1,111,Timing
O000601,L003137,CU003137,2025-07-31,2025-09-06,Security Add-on,Closed Lost,74063.39,20737.75,0,1,37,No decision
O000602,L003139,CU003139,2025-08-11,2025-10-09,Enterprise Connectivity,Closed Lost,78799.55,22063.87,0,1,59,Timing
O000603,L003142,CU003142,2025-08-05,2025-10-11,Remote Support,Closed Won,17191.09,5844.97,1,0,67,
O000604,L003145,CU003145,2025-08-11,2025-11-28,Remote Support,Closed Won,4759.9,1332.77,1,0,109,
O000605,L003153,CU003153,2025-08-15,2025-10-15,Remote Access,Closed Lost,38712.19,10839.41,0,1,61,Budget
O000606,L003155,CU003155,2025-08-12,2025-12-09,Enterprise Connectivity,Closed Lost,30530.28,10380.29,0,1,119,Budget
O000607,L003159,CU003159,2025-08-18,2025-10-10,Security Add-on,Closed Won,6667.12,1866.79,1,0,53,
O000608,L003164,CU003164,2025-08-15,2025-10-08,Security Add-on,Closed Won,61430.17,17200.45,1,0,54,
O000609,L003168,CU003168,2025-08-10,2025-11-27,Remote Support,Closed Won,9208.82,4420.23,1,0,109,
O000610,L003171,CU003171,2025-08-19,2025-10-10,Enterprise Connectivity,Closed Lost,26623.41,7454.55,0,1,52,No decision
O000611,L003173,CU003173,2025-08-07,2025-11-24,Security Add-on,Closed Lost,5799.23,1623.78,0,1,109,Timing
O000612,L003179,CU003179,2025-08-11,2025-09-10,Security Add-on,Closed Won,33795.15,16221.67,1,0,30,
O000613,L003188,CU003188,2025-08-19,2025-09-15,Remote Access,Closed Lost,9545.37,2672.7,0,1,27,Timing
O000614,L003192,CU003192,2025-08-10,2025-11-17,Remote Support,Closed Lost,30822.15,8630.2,0,1,99,Competitor
O000615,L003203,CU003203,2025-08-24,2025-10-22,Remote Access,Closed Won,25291.12,12139.74,1,0,59,
O000616,L003205,CU003205,2025-08-14,2025-10-27,Security Add-on,Closed Lost,15861.17,4441.13,0,1,74,Competitor
O000617,L003209,CU003209,2025-08-24,2025-12-08,Remote Support,Closed Won,5811.52,1627.23,1,0,106,
O000618,L003213,CU003213,2025-08-14,2025-11-09,Remote Access,Closed Won,126402.8,35392.78,1,0,87,
O000619,L003217,CU003217,2025-08-18,2025-11-04,Remote Access,Closed Won,52382.84,10476.57,1,0,78,
O000620,L003225,CU003225,2025-08-29,2025-12-11,Remote Access,Closed Lost,23805.35,6665.5,0,1,104,No decision
O000621,L003228,CU003228,2025-08-21,2025-12-06,Security Add-on,Closed Won,35019.48,16809.35,1,0,107,
O000622,L003230,CU003230,2025-08-29,2025-11-22,Remote Access,Closed Won,92007.55,44163.62,1,0,85,
O000623,L003233,CU003233,2025-08-23,2025-09-16,Remote Access,Closed Lost,94052.53,45145.21,0,1,24,Budget
O000624,L003234,CU003234,2025-08-30,2025-12-10,Remote Support,Closed Lost,7304.98,2045.39,0,1,102,Budget
O000625,L003236,CU003236,2025-08-23,2025-12-06,Remote Access,Closed Won,27024.42,5404.88,1,0,105,
O000626,L003237,CU003237,2025-08-20,2025-11-29,Security Add-on,Closed Won,34562.61,14516.3,1,0,101,
O000627,L003240,CU003240,2025-08-28,2025-12-16,Remote Access,Closed Lost,12403.27,4217.11,0,1,110,Budget
O000628,L003243,CU003243,2025-08-30,2025-10-30,Remote Support,Closed Lost,56847.3,27286.7,0,1,61,Timing
O000629,L003258,CU003258,2025-09-01,2025-12-10,Remote Support,Closed Lost,84526.93,23667.54,0,1,100,Budget
O000630,L003266,CU003266,2025-09-02,2025-10-16,Remote Support,Closed Won,110461.77,53021.65,1,0,44,
O000631,L003270,CU003270,2025-09-01,2025-10-26,Security Add-on,Closed Won,51719.26,21722.09,1,0,55,
O000632,L003276,CU003276,2025-08-26,2025-11-28,Security Add-on,Closed Lost,36081.95,10102.95,0,1,94,Competitor
O000633,L003279,CU003279,2025-08-29,2025-09-21,Remote Support,Closed Won,12404.79,3473.34,1,0,23,
O000634,L003284,CU003284,2025-08-28,2025-10-21,Enterprise Connectivity,Closed Won,9485.63,2655.98,1,0,54,
O000635,L003290,CU003290,2025-09-10,2025-12-18,Security Add-on,Closed Won,33960.64,9508.98,1,0,99,
O000636,L003294,CU003294,2025-09-02,2025-10-26,Enterprise Connectivity,Closed Lost,91446.59,25605.05,0,1,54,No decision
O000637,L003299,CU003299,2025-08-30,2025-10-24,Enterprise Connectivity,Closed Lost,72045.58,24495.5,0,1,55,Timing
O000638,L003327,CU003327,2025-09-16,2025-12-05,Enterprise Connectivity,Closed Lost,92536.97,25910.35,0,1,80,Timing
O000639,L003330,CU003330,2025-09-11,2025-12-19,Security Add-on,Closed Lost,53835.49,25841.03,0,1,99,No decision
O000640,L003331,CU003331,2025-09-16,2025-11-18,Remote Access,Closed Lost,82852.9,23198.81,0,1,63,No decision
O000641,L003336,CU003336,2025-09-08,2026-01-04,Remote Support,Closed Lost,53497.68,14979.35,0,1,118,Timing
O000642,L003337,CU003337,2025-09-07,2025-10-31,Security Add-on,Closed Won,4469.22,1251.38,1,0,54,
O000643,L003338,CU003338,2025-09-13,2025-12-17,Remote Support,Closed Lost,85207.2,40899.45,0,1,95,Budget
O000644,L003340,CU003340,2025-09-14,2025-10-12,Enterprise Connectivity,Closed Won,14094.8,6765.5,1,0,28,
O000645,L003341,CU003341,2025-09-13,2025-12-22,Security Add-on,Closed Won,14049.39,4776.79,1,0,100,
O000646,L003350,CU003350,2025-09-13,2025-12-28,Security Add-on,Closed Lost,12183.76,3411.45,0,1,106,Budget
O000647,L003351,CU003351,2025-09-11,2025-10-06,Remote Support,Closed Lost,13218.44,6344.85,0,1,25,Timing
O000648,L003355,CU003355,2025-09-21,2025-10-27,Remote Access,Closed Lost,5745.44,1608.72,0,1,36,No decision
O000649,L003356,CU003356,2025-09-12,2025-11-01,Enterprise Connectivity,Closed Lost,32956.82,9227.91,0,1,50,Competitor
O000650,L003360,CU003360,2025-09-18,2025-11-14,Remote Access,Closed Lost,23851.98,6678.55,0,1,57,Budget
O000651,L003366,CU003366,2025-09-12,2025-11-15,Remote Support,Closed Lost,5161.58,1754.94,0,1,64,Budget
O000652,L003373,CU003373,2025-09-19,2025-11-20,Remote Access,Closed Won,10749.51,3009.86,1,0,62,
O000653,L003381,CU003381,2025-09-15,2025-11-13,Remote Support,Closed Won,10545.96,2952.87,1,0,59,
O000654,L003384,CU003384,2025-09-16,2025-12-13,Security Add-on,Closed Lost,7765.43,2174.32,0,1,88,Competitor
O000655,L003400,CU003400,2025-09-25,2025-11-10,Remote Support,Closed Won,6300.54,1764.15,1,0,46,
O000656,L003411,CU003411,2025-09-18,2025-12-29,Security Add-on,Closed Lost,43347.87,12137.4,0,1,102,Budget
O000657,L003414,CU003414,2025-09-19,2025-12-05,Security Add-on,Closed Lost,26784.63,7499.7,0,1,77,Competitor
O000658,L003416,CU003416,2025-09-28,2025-11-21,Remote Support,Closed Won,21888.89,4377.78,1,0,54,
O000659,L003419,CU003419,2025-09-30,2025-10-20,Remote Access,Closed Lost,55467.88,15531.01,0,1,20,Timing
O000660,L003425,CU003425,2025-09-30,2025-12-07,Enterprise Connectivity,Closed Lost,4214.93,1180.18,0,1,68,Competitor
O000661,L003437,CU003437,2025-10-02,2025-12-16,Remote Support,Closed Lost,43160.55,14674.59,0,1,75,Budget
O000662,L003438,CU003438,2025-09-23,2025-12-27,Enterprise Connectivity,Closed Lost,6707.88,3219.78,0,1,95,Competitor
O000663,L003446,CU003446,2025-10-01,2025-11-21,Remote Support,Closed Lost,60696.62,25492.58,0,1,51,Timing
O000664,L003455,CU003455,2025-09-25,2025-12-20,Remote Support,Closed Lost,9617.2,3269.85,0,1,86,Budget
O000665,L003458,CU003458,2025-09-25,2025-10-17,Enterprise Connectivity,Closed Won,21639.99,6059.2,1,0,22,
O000666,L003461,CU003461,2025-10-05,2025-11-11,Enterprise Connectivity,Closed Lost,29073.05,13955.06,0,1,37,Budget
O000667,L003462,CU003462,2025-09-28,2025-11-07,Remote Access,Closed Lost,13843.19,3876.09,0,1,40,Competitor
O000668,L003485,CU003485,2025-10-09,2025-12-17,Remote Access,Closed Lost,12939.16,4399.31,0,1,69,Competitor
O000669,L003487,CU003487,2025-09-30,2025-12-08,Remote Access,Closed Lost,6066.26,1698.55,0,1,69,No decision
O000670,L003488,CU003488,2025-09-28,2025-11-10,Remote Support,Closed Lost,56544.49,15832.46,0,1,43,Competitor
O000671,L003495,CU003495,2025-10-11,2026-01-30,Remote Support,Closed Lost,7084.15,1983.56,0,1,111,Competitor
O000672,L003496,CU003496,2025-10-01,2025-11-14,Enterprise Connectivity,Closed Lost,5150.54,1442.15,0,1,44,No decision
O000673,L003498,CU003498,2025-10-07,2026-01-26,Security Add-on,Closed Won,15061.82,4217.31,1,0,111,
O000674,L003499,CU003499,2025-10-08,2026-01-29,Remote Access,Closed Lost,39373.66,11024.62,0,1,113,Budget
O000675,L003500,CU003500,2025-10-04,2025-12-31,Enterprise Connectivity,Closed Lost,15461.99,5257.08,0,1,88,No decision
O000676,L003526,CU003526,2025-10-08,2026-01-07,Remote Support,Closed Won,105148.25,29441.51,1,0,91,
O000677,L003528,CU003528,2025-10-05,2026-01-10,Security Add-on,Closed Lost,32907.12,15795.42,0,1,97,Competitor
O000678,L003530,CU003530,2025-10-08,2026-02-01,Remote Support,Closed Lost,11506.76,3221.89,0,1,116,Budget
O000679,L003532,CU003532,2025-10-14,2026-02-02,Remote Access,Closed Lost,58419.97,19862.79,0,1,111,Budget
O000680,L003535,CU003535,2025-10-16,2025-12-31,Security Add-on,Closed Lost,6167.07,1726.78,0,1,76,Budget
O000681,L003536,CU003536,2025-10-08,2025-11-08,Remote Support,Closed Lost,17101.36,4788.38,0,1,31,Budget
O000682,L003541,CU003541,2025-10-14,2026-02-09,Enterprise Connectivity,Closed Lost,17850.06,4998.02,0,1,118,Competitor
O000683,L003543,CU003543,2025-10-11,2025-12-28,Remote Access,Closed Won,10677.65,2989.74,1,0,78,
O000684,L003547,CU003547,2025-10-15,2026-01-17,Remote Access,Closed Won,19165.14,6516.15,1,0,94,
O000685,L003549,CU003549,2025-10-19,2026-01-10,Remote Support,Closed Lost,26443.54,8990.8,0,1,83,Budget
O000686,L003554,CU003554,2025-10-13,2025-12-01,Remote Support,Closed Lost,13867.02,4714.79,0,1,49,Budget
O000687,L003556,CU003556,2025-10-09,2026-01-28,Remote Support,Closed Lost,6133.04,1226.61,0,1,111,Budget
O000688,L003561,CU003561,2025-10-13,2026-02-02,Enterprise Connectivity,Closed Won,72545.91,20312.85,1,0,112,
O000689,L003568,CU003568,2025-10-12,2025-12-27,Enterprise Connectivity,Closed Lost,9237.49,2586.5,0,1,76,Competitor
O000690,L003571,CU003571,2025-10-22,2025-12-23,Enterprise Connectivity,Closed Lost,8198.52,2295.59,0,1,62,No decision
